"method","type","param","cluster","dim.x","mean","sd","lower","upper","width","dim.y","true","bias","rmse"
"integrated","phi","phi[2]",2,NA,0.542713843249742,0.090239071808614,0.327082317127952,0.69268940455785,0.365607087429898,NA,0.6,-0.0572861567502577,0.10688682723374
"integrated","phi","phi[3]",3,NA,0.382606264347347,0.0789025238166194,0.234251588178442,0.546771604997324,0.312520016818882,NA,0.5,-0.117393735652653,0.141445740250872
"integrated","pi","pi[1]",1,NA,0.554580933849728,0.0796521867600192,0.394692560081094,0.709401726028659,0.314709165947565,NA,0.5,0.0545809338497281,0.0965585273062994
"integrated","pi","pi[2]",2,NA,0.250008886718858,0.0758689980430285,0.10230824305181,0.411962706556763,0.309654463504954,NA,0.3,-0.0499911132811418,0.0908582207130484
"integrated","pi","pi[3]",3,NA,0.195410179431414,0.0324754022983856,0.137754636391339,0.26278542943306,0.125030793041721,NA,0.2,-0.0045898205685862,0.032798143351321
"integrated","sigma","sigma[1,1]",1,1,1.15527993379046,0.215834691064167,0.810104768371351,1.62949354348011,0.819388775108762,1,1,0.155279933790463,0.265888081163363
"integrated","sigma","sigma[1,1]",1,1,1.15527993379046,0.215834691064167,0.810104768371351,1.62949354348011,0.819388775108762,2,1,0.155279933790463,0.265888081163363
"integrated","sigma","sigma[1,1]",1,1,1.15527993379046,0.215834691064167,0.810104768371351,1.62949354348011,0.819388775108762,3,1,0.155279933790463,0.265888081163363
"integrated","sigma","sigma[1,1]",1,1,1.15527993379046,0.215834691064167,0.810104768371351,1.62949354348011,0.819388775108762,4,1,0.155279933790463,0.265888081163363
"integrated","sigma","sigma[1,2]",1,2,0.789022114672735,0.2085034013629,0.460763843457499,1.29772253638497,0.836958692927467,1,1,-0.210977885327265,0.296623223091287
"integrated","sigma","sigma[1,2]",1,2,0.789022114672735,0.2085034013629,0.460763843457499,1.29772253638497,0.836958692927467,2,1,-0.210977885327265,0.296623223091287
"integrated","sigma","sigma[1,2]",1,2,0.789022114672735,0.2085034013629,0.460763843457499,1.29772253638497,0.836958692927467,3,1,-0.210977885327265,0.296623223091287
